observed_on,time_observed_at,taxon_id,taxon_name,common_name,latitude,longitude,place_guess,description,user_login
2018-11-24,2018-11-24 21:10:05,50075,Eumaeus atala,Atala,25.6541609296,-80.3655032918,"Miami-Dade County, US-FL, US",Larvae on coontie,davidjamesknight
2018-11-20,2018-11-20 15:44:52,50075,Eumaeus atala,Atala,25.7806367994,-80.4286708156,"Miami-Dade County, US-FL, US",Aberrant pattern??,noaboa
2018-09-24,2018-09-24 19:27:43,50075,Eumaeus atala,Atala,25.7988852332,-80.3330990882,"Florida, US",,lgarc356
2018-11-17,2018-11-17 13:30:16,50075,Eumaeus atala,Atala,25.7427581006,-80.3618233993,"Florida, US",,stevenland
2018-11-13,2018-11-13 21:12:34,50075,Eumaeus atala,Atala,25.6339469226,-80.3444394585,"Florida, US",,sudaven
2018-11-02,2018-11-02 22:25:00,50075,Eumaeus atala,Atala,25.7681502015,-80.2620872975,"Florida, US",,lisnel
2018-09-30,2018-09-30 19:28:20,50075,Eumaeus atala,Atala,25.6475708254,-80.2566563473,"Miami-Dade County, US-FL, US",Observed atala larvae on these coontie before they entered this stage of metamorphosis.,davidjamesknight
2007-09-29,,50075,Eumaeus atala,Atala,25.7938791209,-80.2117874835,"Florida, US",,rogerritt
2016-06-27,2016-06-27 13:10:04,50075,Eumaeus atala,Atala,25.7797720208,-80.4048963605,"Miami-Dade County, US-FL, US","Miami-Dade Co., FL",stevecollins
2018-10-16,2018-10-16 21:21:30,50075,Eumaeus atala,Atala,25.6619742913,-80.2083544872,"Florida, US",,lowellnoel
2018-10-13,2018-10-13 20:30:10,50075,Eumaeus atala,Atala,25.8106571285,-80.1598855435,United States,Larvae and adults,adamold
2018-10-11,2018-10-11 14:34:07,50075,Eumaeus atala,Atala,25.7477010781,-80.3119330121,"Florida, US",,bensager
2018-10-09,2018-10-09 18:29:01,50075,Eumaeus atala,Atala,25.726845825,-80.2430971101,"Florida, US",,bmasdeu
2018-09-29,2018-09-29 22:02:24,50075,Eumaeus atala,Atala,25.6643776077,-80.2851079348,United States,,rofe
2018-09-26,2018-09-26 20:29:18,50075,Eumaeus atala,Atala,25.6586825994,-80.3865829325,"Florida, US",,lowellnoel
2014-06-04,2014-06-04 15:57:01,50075,Eumaeus atala,Atala,25.7962756995,-80.2374239554,"Florida, US",,alyssacritters
2018-09-13,2018-09-13 16:47:08,50075,Eumaeus atala,Atala,25.6071386269,-80.2502111369,"Florida, US",2 caterpillars on one coontie,steph_thecnidarian
2018-09-11,2018-09-11 20:07:16,50075,Eumaeus atala,Atala,25.7309582985,-80.284340276,"Miami-Dade County, US-FL, US",,alexlamoreaux
2018-09-11,2018-09-11 19:56:40,50075,Eumaeus atala,Atala,25.6543763478,-80.3721231215,"Miami-Dade County, US-FL, US",,alexlamoreaux
2018-09-08,,50075,Eumaeus atala,Atala,25.6713505614,-80.2377591277,"Florida, US",,bmasdeu
2018-08-20,2018-08-20 21:06:48,50075,Eumaeus atala,Atala,25.7796384368,-80.2309977236,"Miami-Dade County, US-FL, US",,tinbus
2018-07-30,2018-07-30 19:58:59,50075,Eumaeus atala,Atala,25.789993321,-80.2301520318,"Florida, US",Happy Birthday to these two little guys who hatched this afternoon in my backyard!,alexiszee
2018-07-20,2018-07-20 22:10:07,50075,Eumaeus atala,Atala,25.7113215095,-80.3415913387,"Florida, US",,alexiszee
2018-07-06,2018-07-06 18:00:06,50075,Eumaeus atala,Atala,25.6584394397,-80.2282220078,"Florida, US",I found the eggs the Atala caterpillars hatched from,alexiszee
2018-07-01,2018-07-01 21:23:12,50075,Eumaeus atala,Atala,25.7760205135,-80.2954687552,"Florida, US",,alexiszee
2018-05-17,2018-05-17 14:37:00,50075,Eumaeus atala,Atala,25.7175257936,-80.3645156636,"Florida, US",,mangum
2018-04-28,2018-04-28 18:48:18,50075,Eumaeus atala,Atala,25.4639464537,-80.5335949575,"Miami-Dade County, US-FL, US",,eelprogramderm
2018-02-21,2018-02-22 03:28:00,50075,Eumaeus atala,Atala,25.7733333666,-80.2689891363,"Florida, US",,cthawley
2017-04-21,2017-04-21 22:56:00,50075,Eumaeus atala,Atala,25.5665640239,-80.3495139908,"Miami-Dade County, US-FL, US",,billbeck001
2018-01-24,2018-01-24 16:00:00,50075,Eumaeus atala,Atala,25.5943735987,-80.514284822,"Miami-Dade County, US-FL, US",,eelprogramderm
2018-11-24,2018-11-24 15:53:19,49766,Heliconius charithonia,Zebra Longwing,25.6847,-80.3935466667,"12200–12298 SW 89th St, Miami, FL, US",,lowellnoel
2017-05-25,2017-05-25 20:40:20,49766,Heliconius charithonia,Zebra Longwing,25.7236116667,-80.358055,"10040 SW 47th St, Miami, FL, US",,jobita64
2018-11-15,2018-11-15 19:45:00,49766,Heliconius charithonia,Zebra Longwing,25.7393402759,-80.3101511605,"Coral Terrace, FL, USA",,conormcmahon
2018-11-17,2018-11-17 20:36:58,49766,Heliconius charithonia,Zebra Longwing,25.6722232041,-80.1604082693,"Bill Baggs Cape Florida State Park, Key Biscayne, FL, US",,mstrecker
2018-11-11,2018-11-11 22:12:12,49766,Heliconius charithonia,Zebra Longwing,25.8520419362,-80.2307727087,"Florida, US",,tim1009
2018-09-07,2018-09-07 15:06:00,49766,Heliconius charithonia,Zebra Longwing,25.3869941062,-80.565910327,"Aerojet Rd, Miami-Dade County, FL, USA",,beepboop
2007-09-29,,49766,Heliconius charithonia,Zebra Longwing,25.6787417,-80.273651,"Miami-Dade County, US-FL, US",,rogerritt
2018-10-20,2018-10-20 17:14:21,49766,Heliconius charithonia,Zebra Longwing,25.6760296365,-80.1605745592,"Bill Baggs Cape Florida State Park, Key Biscayne, FL, US",,alexlamoreaux
2018-10-14,2018-10-14 13:43:28,49766,Heliconius charithonia,Zebra Longwing,25.66898,-80.1566471667,"Bill Baggs Cape Florida State Park, Key Biscayne, FL, US",,noaboa
2018-10-07,2018-10-07 15:23:00,49766,Heliconius charithonia,Zebra Longwing,25.8091781366,-80.2988828878,"Virginia Gardens, FL, USA",,josemartimastms
2018-10-02,2018-10-02 17:30:32,49766,Heliconius charithonia,Zebra Longwing,25.6980427526,-80.2918557823,"6061 SW 79th St, South Miami, FL 33143, USA",,alexiszee
2018-09-29,2018-09-29 14:57:25,49766,Heliconius charithonia,Zebra Longwing,25.6739478774,-80.1598332854,"Bill Baggs Cape Florida State Park, Key Biscayne, FL, US",,nicosalino
2018-06-05,2018-06-05 09:39:02,49766,Heliconius charithonia,Zebra Longwing,25.8234428496,-80.1220278376,"4779 Collins Ave, Miami Beach, FL, US",,ivonne1
2018-09-27,2018-09-27 13:16:31,49766,Heliconius charithonia,Zebra Longwing,25.8745679,-80.3267071,"Miami-Dade County, US-FL, US",,josemartimastms
2017-06-06,,49766,Heliconius charithonia,Zebra Longwing,25.8646805556,-80.1237416667,"North Beach, Miami Beach, FL 33141, USA",,michireyes
2018-09-19,2018-09-19 13:21:49,49766,Heliconius charithonia,Zebra Longwing,25.7244783333,-80.280395,"4900–4998 San Amaro Ct, Coral Gables, FL, US",,lxlotenfoe
2018-09-14,2018-09-14 16:02:31,49766,Heliconius charithonia,Zebra Longwing,25.8700151345,-80.3320299281,"5241 W 24th Ct, Hialeah, FL, US",Zebra Longwing Butterfly ,josemartimastms
2018-09-13,2018-09-13 13:22:00,49766,Heliconius charithonia,Zebra Longwing,25.8737977806,-80.3295877852,"5701 W 24th Ave, Hialeah, FL 33016, USA",,josemartimastms
2018-09-13,2018-09-13 14:20:11,49766,Heliconius charithonia,Zebra Longwing,25.8731066838,-80.3298529472,"2332 W 56th St, Hialeah, FL, US",,kevstertheboi
2018-09-07,,49766,Heliconius charithonia,Zebra Longwing,25.8744348999,-80.3301886,"Hialeah, FL, USA",,josemartimastms
2018-09-12,2018-09-12 16:26:10,49766,Heliconius charithonia,Zebra Longwing,25.7256186704,-80.2796992824,"4911 Campo Sano Ct, Coral Gables, FL, US",,vraldrich
2018-09-11,2018-09-11 20:11:36,49766,Heliconius charithonia,Zebra Longwing,25.6003265083,-80.3975122702,"Larry and Penny Thompson Park, Miami, FL, US",,alexlamoreaux
2018-08-11,2018-08-11 12:56:00,49766,Heliconius charithonia,Zebra Longwing,25.683621784,-80.1590867094,"Key Biscayne, FL 33149, USA",,russh
2018-08-31,2018-08-31 04:02:27,49766,Heliconius charithonia,Zebra Longwing,25.615638,-80.307561,"16701 SW 72nd Ave, Palmetto Bay, FL 33157, USA",,steph_thecnidarian
2018-08-27,2018-08-27 13:19:36,49766,Heliconius charithonia,Zebra Longwing,25.5202374235,-80.4775803164,"26375 SW 177th Ave, Homestead, FL 33031, USA",,taktani
2018-08-25,2018-08-25 14:00:00,49766,Heliconius charithonia,Zebra Longwing,25.6812416667,-80.1573,"Miami-Dade County, FL, USA",,jaykeller
2018-08-21,2018-08-21 12:43:07,49766,Heliconius charithonia,Zebra Longwing,25.6732286141,-80.1608518326,"Miami-Dade County, US-FL, US",,alexlamoreaux
2018-07-22,2018-07-22 12:26:00,49766,Heliconius charithonia,Zebra Longwing,25.6471444444,-80.3563333333,"Miami-Dade, Florida, United States",,conormcmahon
2018-08-18,2018-08-18 11:28:10,49766,Heliconius charithonia,Zebra Longwing,25.7344989777,-80.3023223877,"6575 SW 39th Terrace, Miami, FL 33155, USA",,winston52
2018-08-17,2018-08-17 12:00:22,49766,Heliconius charithonia,Zebra Longwing,25.6732693466,-80.1609201787,"Bill Baggs Cape Florida State Park, Key Biscayne, FL, US",,alexlamoreaux
2016-05-28,,49150,Agraulis vanillae,Gulf Fritillary,25.6621781104,-80.2746072883,"R Hardy Matheson County Preserve, Coral Gables, FL, USA",,ngoldber
2018-11-12,2018-11-12 13:44:16,49150,Agraulis vanillae,Gulf Fritillary,25.626025,-80.3034533333,"Deering Estate, Palmetto Bay, FL, US",,andreina6
2018-11-03,2018-11-03 21:09:00,49150,Agraulis vanillae,Gulf Fritillary,25.681095,-80.2829383333,"Hammocks, Coral Gables, FL 33156, USA",,bennypoo
2018-10-24,2018-10-24 14:37:44,49150,Agraulis vanillae,Gulf Fritillary,25.7955948869,-80.3695646581,"10725 NW 23rd St, Sweetwater, FL, US",,alexlamoreaux
2018-10-23,2018-10-23 22:19:18,49150,Agraulis vanillae,Gulf Fritillary,25.879471388,-80.2795881486,"Florida, US",,tim1009
2018-09-27,2018-09-27 22:35:12,49150,Agraulis vanillae,Gulf Fritillary,25.74579465,-80.19390051,"Rickenbacker CY & Restrooms, Miami, FL 33149, USA",,alexiszee
2018-09-21,2018-09-21 15:58:29,49150,Agraulis vanillae,Gulf Fritillary,25.7242783333,-80.2807083333,"4951–4999 San Amaro Dr, Coral Gables, FL, US",,joseph_martinez
2018-09-19,2018-09-19 12:30:04,49150,Agraulis vanillae,Gulf Fritillary,25.722955511,-80.1487422671,"Crandon Park, Key Biscayne, FL, US",,nicosalino
2018-09-19,2018-09-19 21:25:00,49150,Agraulis vanillae,Gulf Fritillary,25.8866429161,-80.2802381658,"Miami-Dade County, FL, USA",,lisnel
2018-09-12,2018-09-12 13:02:20,49150,Agraulis vanillae,Gulf Fritillary,25.7243466667,-80.2807616667,"4951–4999 San Amaro Dr, Coral Gables, FL, US",,shamira
2018-09-13,2018-09-13 14:14:02,49150,Agraulis vanillae,Gulf Fritillary,25.8740111095,-80.3288480896,"Marti Junior High School, Hialeah, FL, US",,josemartimastms
2018-09-12,2018-09-12 13:46:18,49150,Agraulis vanillae,Gulf Fritillary,25.7244716667,-80.2806166667,"4925–4949 San Amaro Dr, Coral Gables, FL, US",,elijah_benzon
2018-09-12,2018-09-12 12:59:28,49150,Agraulis vanillae,Gulf Fritillary,25.7242883333,-80.2807783333,"4951–4999 San Amaro Dr, Coral Gables, FL, US",,lxlotenfoe
2018-09-09,2018-09-09 23:01:20,49150,Agraulis vanillae,Gulf Fritillary,25.8718916667,-80.16883,"1614 NE 105th St, Miami Shores, FL, US",,cdelahuerta
2018-09-05,2018-09-05 17:37:35,49150,Agraulis vanillae,Gulf Fritillary,25.721405,-80.26767,"5340 Orduna Dr, Coral Gables, FL, US",,kierarumbough
2018-08-31,2018-08-31 19:23:41,49150,Agraulis vanillae,Gulf Fritillary,25.7242383333,-80.2798533333,"Gifford Arboretum, Coral Gables, FL, US",,frye_austin
,,49150,Agraulis vanillae,Gulf Fritillary,25.9108565183,-80.3388457373,"8560 Dalkeith Ln, Hialeah, FL 33016, USA",,winston52
2018-08-11,2018-08-11 13:19:00,49150,Agraulis vanillae,Gulf Fritillary,25.7399644,-80.1568134,"Florida, USA",,lisnel
2018-08-05,2018-08-05 16:15:29,49150,Agraulis vanillae,Gulf Fritillary,25.7532548346,-80.3474617471,"1720 SW 93rd Pl, Miami, FL, US",,anamaria4
2018-08-04,2018-08-04 12:19:44,49150,Agraulis vanillae,Gulf Fritillary,25.681972364,-80.2838923038,"Matheson Hammock Park, Coral Gables, FL, US",,jdallman
